"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","m3","policy","nowa_1d","nibor_3m","gov_10y","reer","rrppi","xr_usd","hfwh"
"1995-01-01",114740,237804,66.9417419023035,46.9936452339296,66.8666666666667,5.7,207055.645228323,452889.401623441,,4.75,5.11333333333333,5.53666666666667,8.04666666666667,112.726092199239,33.0495747773617,6.52158333333333,
"1995-04-01",117135,239211,67.0793312958881,47.0080228356672,67.3333333333333,5.3,209105.246371286,461845.786413899,,4.75,5.99,5.60666666666667,7.59,113.00435952138,34.1571507280664,6.23681333333333,
"1995-07-01",118852,241335,67.7144824917586,46.7155951379223,67.4666666666667,4.8,211951.297642074,463589.749487428,,4.75,5.42666666666667,5.44,7.35333333333333,113.118758309371,34.6824562809347,6.30330666666667,
"1995-10-01",120185,244788,68.3217609611406,47.0069981489933,67.6333333333333,3.8,215500.253174422,490284.586157619,,4.75,5.84333333333333,5.33,6.70666666666667,112.531305073741,35.0406040598662,6.27892333333333,812860
"1996-01-01",124364,256521,67.9596615253281,47.9566010823025,67.4666666666667,5.3,229183.072059792,512954.615607772,,4.66666666666667,5.71,5.22,6.67666666666667,111.297653278917,35.4235805394471,6.41570333333333,831202
"1996-04-01",124748,256775,67.816422317501,48.0465776884908,68,5.1,226233.453726247,512189.656763699,,4.5,5.07666666666667,4.79666666666667,6.88666666666667,110.707108184151,36.7633339049194,6.53549666666667,862067
"1996-07-01",127808,267777,68.3408217971903,49.0511820280044,68.4,4.8,224915.965905614,512151.095379933,,4.5,4.90666666666667,5.03333333333333,7.00333333333333,111.736697276072,37.2793390749358,6.41397,872459
"1996-10-01",130070,273599,69.3362742691448,50.6476552469161,68.8333333333333,4.1,245604.29098095,520901.871366149,,4.16666666666667,4.53,4.52333333333333,6.52666666666667,112.407630708345,37.9162492220271,6.43406333333333,891349
"1997-01-01",130290,276387,69.5702110227152,49.3789117753158,69.5333333333333,4.5,241920.721321573,514050.114736371,,3.25,3.63,3.51666666666667,5.87333333333333,115.935441981263,38.1098134401327,6.62962,924576
"1997-04-01",133467,285004,70.0258930461974,50.1409025184939,69.8333333333333,4.5,250631.304550274,524354.663100468,,3.25,3.51666666666667,3.49,6.05666666666667,110.44739201682,40.6667544113501,7.07691666666667,976691
"1997-07-01",134285,287248,69.8220110457009,50.5709811626172,69.9666666666667,4,264269.553720725,539936.334071585,,3.5,3.73666666666667,3.99333333333333,5.96666666666667,107.788393160808,40.8750995950597,7.46047666666667,1001077
"1997-10-01",137299,292701,70.5911728290654,51.0634756577624,70.3666666666667,3.2,267539.846055622,534661.868445899,,3.5,3.75333333333333,3.93,5.65666666666667,111.940759978975,41.2111589647179,7.12659,1008285
"1998-01-01",136931,285650,70.4489728585098,49.0626088351493,71.0333333333333,3.5,272622.467512549,548927.434175093,,3.58333333333333,3.89,3.91333333333333,5.3,110.431932721145,42.5136277596499,7.53980666666667,1037201
"1998-04-01",141477,291190,71.2510927463151,49.649827332471,71.4,3.6,277000.486278286,552688.710979977,,4.16666666666667,4.27666666666667,4.48,5.43333333333333,109.699162106174,44.9563068844008,7.51393333333333,1067930
"1998-07-01",142788,292197,72.5109188233362,50.4093602242721,71.5666666666667,3.2,275967.66886741,555870.263067087,,7,6.65666666666667,6.70666666666667,5.43666666666667,108.301641777201,44.4324129967868,7.63745333333333,1050904
"1998-10-01",143244,294647,72.9054750462423,50.6646091685529,72,2.6,277613.259211119,559382.968012804,,8,8.52666666666667,8.04,5.43,106.721701759268,42.9150389266694,7.48919666666667,1057507
"1999-01-01",146453,295002,71.9976314673708,50.0979125937103,72.6333333333333,3,301677.940435213,573708.054350808,,7.33333333333333,8.23,7.29,4.89333333333333,107.986272145441,44.1929281383498,7.66309333333333,1091636
"1999-04-01",145731,304121,72.5570465701901,51.631356158221,73.1666666666667,3.2,317835.888694096,587847.687822022,,6.33333333333333,7.28666666666667,6.56333333333333,5.04,110.577250100485,47.4241468663315,7.7982,1131116
