"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","policy","ffer_1d","tb_3m","gov_10y","compx","ndx","reer","rrppi","hfwh","hnfwh","hhwh"
"1988-04-01",822929,1297509,56.0462359190661,56.1952884251979,49.6058221792314,5.46666666666667,1730900,2938400,7.14583333333333,7.15666666666667,6.21,8.91,378.504920634921,177.620952380952,,78.1155347178055,13617742,8751511000,6950051
"1988-07-01",840474.75,1320708.75,56.736973154448,56.866850221788,50.2105997107616,5.46666666666667,1722100,2956900,7.97916666666667,7.98333333333333,7.01,9.1,384.12921875,178.30703125,,79.261427606395,13841828,8929484000,7087072
"1988-10-01",858634.75,1349877.25,57.3112349897273,57.358505596721,50.7591188672657,5.33333333333333,1713000,2988200,8.39583333333333,8.47,7.72666666666667,8.95666666666667,377.894285714286,173.041428571429,,80.409491898169,14246088,9094409000,7207766
"1989-01-01",872543,1377813.25,57.9706678833089,57.9564854143777,51.3357672112829,5.2,1677100,2999700,9.5,9.44333333333333,8.54,9.20666666666667,399.051774193548,183.647096774194,,81.3081053920935,14562154,9256889000,7332485
"1989-04-01",888441.75,1403115.75,58.7527574770852,58.5738357681063,52.1655782429173,5.23333333333333,1635400,3027900,9.70833333333333,9.72666666666667,8.41,8.77333333333333,434.08234375,205.4325,,81.274144646286,14897790,9431993000,7477745
"1989-07-01",902349.75,1423841.25,59.1003618933112,59.0019844033869,52.5734514618563,5.23333333333333,1653900,3092500,9.0625,9.08333333333333,7.84333333333333,8.10666666666667,459.389523809524,217.109523809524,,81.764013204737,15280765,9674610000,7685986
"1989-10-01",913423,1436809.25,59.5667326519485,59.4223094429549,53.1079060246039,5.36666666666667,1686600,3152500,8.5,8.61333333333333,7.65333333333333,7.90666666666667,458.125555555556,223.402222222222,,82.2769854930725,15618996,9817681000,7797521
"1990-01-01",934487,1468175.25,60.4317759865097,60.0630984191631,54.0221046187774,5.3,1709900,3190100,8.25,8.25,7.76,8.42333333333333,433.740634920635,210.985714285714,,81.6883615177848,15680601,9869598000,7805824
"1990-04-01",945855.25,1490007,60.9811753210224,60.7357833482547,54.556559181525,5.33333333333333,1723500,3213700,8.25,8.24333333333333,7.74666666666667,8.67666666666667,444.848412698413,224.467619047619,,80.9660659624517,15948920,9968788000,7877721
"1990-07-01",961675,1503779,61.7564465567564,61.2563731810904,55.4988869632116,5.7,1742700,3254600,8,8.16,7.47666666666667,8.70333333333333,407.785555555556,207.715555555556,,79.4235879962226,15778491,10074386000,7957269
"1990-10-01",966977.25,1501183.25,62.5729680511851,61.7124685417987,56.4412147448981,6.13333333333333,1747600,3271800,7.41666666666667,7.74333333333333,6.99,8.39666666666667,351.2521875,185.49078125,,77.7236398710447,16285683,10083770000,7941478
"1991-01-01",968390.5,1508794.5,62.9009485912384,62.3169674922279,56.8631525575936,6.6,1784100,3321900,6.33333333333333,6.42666666666667,6.02333333333333,8.01666666666667,427.507540983607,236.090655737705,,76.5410068405715,16791049,10111638000,7938060
"1991-04-01",981733,1531715.5,63.2434651760545,62.774218122017,57.20070280775,6.83333333333333,1839400,3351900,5.75,5.86333333333333,5.56,8.13,492.6103125,268.858125,,76.6375908542235,16874349,10181563000,7990366
"1991-07-01",993317.25,1551484.25,63.6722669815814,63.2646862065669,57.636705214202,6.86666666666667,1877300,3354900,5.5,5.64333333333333,5.37666666666667,7.94,507.3253125,275.28453125,,75.7760649266923,17177982,10251935000,8039248
"1991-10-01",1000008,1566135,64.1332373215484,63.6402831469307,58.1149014019235,7.1,1941500,3372200,4.58333333333333,4.81666666666667,4.54,7.34666666666667,536.2975,292.96359375,,74.9619624447134,17772992,10308658000,8080373
"1992-01-01",1025100.25,1590775.5,64.5341709219746,63.8767896837059,58.508710027106,7.36666666666667,2040100,3403900,4,4.02333333333333,3.89333333333333,7.30333333333333,622.003968253968,341.657619047619,,74.623657828549,17744047,10376639000,8131694
"1992-04-01",1038915,1617690.75,64.9628760711102,64.2607763007218,58.9587770273145,7.6,2087800,3393400,3.75,3.77,3.68,7.37666666666667,576.738888888889,308.15,,73.8772162698029,17843533,10441605000,8173841
"1992-07-01",1056742.75,1641660.25,65.3768510020968,64.5748644076063,59.408844027523,7.63333333333333,2152500,3410300,3.16666666666667,3.25666666666667,3.08333333333333,6.61666666666667,572.73453125,306.28234375,,73.1590898085843,18171374,10565838000,8277602
"1992-10-01",1076801.25,1670200.75,65.8331466612689,65.0194487680177,59.9292339965141,7.36666666666667,2212100,3424700,3,3.03666666666667,3.07,6.74333333333333,625.5578125,338.228125,,72.855527643374,18746481,10665051000,8353177
"1993-01-01",1087378.75,1682364.75,66.2259217019396,65.383828411117,60.3652364029661,7.13333333333333,2226500,3411700,3,3.04,2.96,6.28,685.784193548387,362.308709677419,,72.4462615711361,19063826,10695110000,8369238
"1993-04-01",1104645.25,1702234.75,66.6710848793752,65.7731487110201,60.8012388094181,7.06666666666667,2280900,3442400,3,3,2.96666666666667,5.99,682.529523809524,354.623333333333,,72.2375462970301,19279248,10834811000,8478022
"1993-07-01",1121797.25,1720524.5,66.9610720468875,66.1641463206398,61.0825306845484,6.8,2315700,3452200,3,3.06,3.00333333333333,5.61666666666667,724.8340625,365.1671875,,72.4416581963848,19652075,10984907000,8597723
"1993-10-01",1138162.75,1753434.5,67.3467536311402,66.524888890976,61.588856059783,6.63333333333333,2348900,3474500,3,2.99,3.06,5.60666666666667,766.04734375,388.12171875,,72.5866210729902,20048847,11136596000,8711539
"1994-01-01",1155305.75,1778913,67.5880750990723,66.8429181972156,61.8982771224263,6.56666666666667,2367100,3480100,3.25,3.21333333333333,3.24333333333333,6.06666666666667,787.107936507937,406.792857142857,94.7164453651698,72.321449316084,20138295,11248766000,8798482
"1994-04-01",1170790.75,1811732.75,67.9651763033888,67.165904470061,62.2498919663392,6.2,2357500,3479500,4.08333333333333,3.94,3.98666666666667,7.08333333333333,727.536612903226,371.692741935484,93.866361874827,72.2812349291048,20281565,11403893000,8918832
"1994-07-01",1188190.25,1832768.75,68.4532795107813,67.5508747325483,62.8265403103564,6,2343500,3486100,4.58333333333333,4.48666666666667,4.47666666666667,7.33333333333333,739.1634375,380.23609375,91.5982819741225,71.9879217869259,20620897,11554846000,9031651
"1994-10-01",1206678.25,1863822,68.7748500758877,67.9173719818914,63.1922197480258,5.63333333333333,2302000,3486400,5.25,5.16666666666667,5.28,7.83666666666667,752.622698412698,400.304603174603,90.8910696586272,71.9422354639214,20853548,11662710000,9110696
"1995-01-01",1215609,1880572.25,69.111843833192,68.2854847909982,63.6563513419908,5.46666666666667,2246900,3491100,5.83333333333333,5.81,5.73666666666667,7.48333333333333,783.866984126984,426.317142857143,93.33416674852,71.6000223220247,21350308,11759563000,9169218
"1995-04-01",1233402.25,1895249.25,69.514049509487,68.613731104078,64.1767413109819,5.66666666666667,2243100,3548900,6,6.02,5.59666666666667,6.62,865.538253968254,486.520476190476,88.2336658064631,71.4304791613693,21914496,11881627000,9266311
"1995-07-01",1249665.5,1920781.25,69.7981012425244,68.951478590732,64.5002269673817,5.66666666666667,2255000,3602100,5.75,5.79666666666667,5.36666666666667,6.32333333333333,1013.13888888889,579.237301587302,89.8909714346945,71.755321077789,22554542,11818659000,9181393
"1995-10-01",1263913.75,1943146.5,70.1048921637587,69.2838437263815,64.8518418112946,5.56666666666667,2263400,3629500,5.66666666666667,5.72,5.26,5.89333333333333,1038.20777777778,585.455079365079,92.0733286304905,71.7651358201835,23255785,11929586000,9267737
"1996-01-01",1282653.75,1967117,70.4941830355455,69.617057036898,65.4284901553118,5.53333333333333,2299000,3686900,5.25,5.36333333333333,4.93,5.91,1069.44,597.768253968254,93.0162783844842,71.7312619305034,23755342,12072254000,9376466
"1996-04-01",1305124.75,2008210,70.965744109193,69.9053722023542,65.9910739055724,5.5,2321000,3722500,5.25,5.24333333333333,5.02,6.72,1187.32682539683,664.036031746032,93.069855075052,71.5280185924226,24215537,12203140000,9490478
"1996-07-01",1318626.25,2032852,71.2684200638106,70.1340291886502,66.3708179369983,5.26666666666667,2332000,3753400,5.25,5.30666666666667,5.09666666666667,6.78,1140.71453125,671.58515625,93.0519961781961,71.5456503862818,24497940,12339529000,9599442
"1996-10-01",1338190.75,2064942.75,71.7542954787642,70.509025850319,66.9474662810155,5.33333333333333,2356100,3818600,5.25,5.28,4.97666666666667,6.34333333333333,1261.168125,794.228125,93.5270428345641,71.4674798716353,25193459,12486627000,9722907
"1997-01-01",1358276.25,2090663.75,72.0715857255537,70.9294792728029,67.3553394999545,5.23333333333333,2376600,3861200,5.33333333333333,5.27666666666667,5.06,6.56333333333333,1326.07508196721,867.07737704918,95.916563233889,71.57526832572,25391021,12649297000,9854828
"1997-04-01",1367816.75,2129706.25,72.2525427908298,71.0705853380984,67.5100500312761,5,2396900,3906000,5.5,5.52333333333333,5.04666666666667,6.69666666666667,1331.64578125,902.66921875,96.238023377296,72.0110255168102,26724682,12803873000,9997594
"1997-07-01",1394794.75,2165705.75,72.4433530223305,71.3806901728173,67.8476002814325,4.86666666666667,2428900,3973100,5.5,5.53333333333333,5.04666666666667,6.24333333333333,1594.9971875,1089.12109375,97.7167400369679,72.6151098827725,27706952,12978697000,10147419
"1997-10-01",1415902.5,2191476.75,72.6710843808249,71.6185682718073,68.2132797191019,4.66666666666667,2473500,4032900,5.5,5.50666666666667,5.09,5.90666666666667,1618.51203125,1045.43453125,101.017064175946,73.4356397181779,28197789,13201454000,10341185
"1998-01-01",1430335.5,2216620,72.6767119391514,71.7203669652959,68.3539256566671,4.63333333333333,2524200,4114300,5.5,5.52,5.05333333333333,5.58666666666667,1691.39655737705,1115.11049180328,105.035315968533,74.7064317179469,29682613,13418593000,10533754
"1998-04-01",1458141.5,2242424.75,72.80747816882,71.8898232102667,68.5789591567713,4.4,2567100,4184100,5.5,5.5,4.97666666666667,5.59666666666667,1827.50047619048,1234.38111111111,105.285340524516,75.3139903290045,30227050,13732107000,10816446
"1998-07-01",1481711.5,2280274.25,73.0319986725931,72.1943553054266,68.9305740006842,4.53333333333333,2619100,4267700,5.41666666666667,5.53333333333333,4.82333333333333,5.20333333333333,1798.8503125,1351.71630769231,108.167766477065,76.3573929872797,29409356,14007124000,11059189
"1998-10-01",1507059.5,2323497.75,73.2235232956078,72.3978048616818,69.2540596570841,4.43333333333333,2698600,4375600,4.83333333333333,4.86,4.25333333333333,4.67,1857.5378125,1498.51609375,103.799480306101,77.545671666033,31332837,14293728000,11304841
"1999-01-01",1525510,2352920.5,73.3664427409919,72.6322556279356,69.5072223447014,4.3,2745100,4432600,4.75,4.73333333333333,4.40666666666667,4.98333333333333,2370.11803278689,2004.57229508197,104.256668065614,78.4326464388879,31544822,14494418000,11474633
"1999-04-01",1557660.25,2381552.5,73.7827349726583,72.9075060333509,70.0276123136925,4.26666666666667,2801800,4508000,4.83333333333333,4.74666666666667,4.45333333333333,5.54,2523.94619047619,2144.59063492063,105.171043584638,79.2185206794668,32501783,14828155000,11761121
"1999-07-01",1583827.5,2421656.5,74.1881838598149,73.1651429275128,70.5480022826836,4.23333333333333,2834000,4568800,5.16666666666667,5.09333333333333,4.65,5.88333333333333,2729.1765625,2370.4528125,104.796006750663,80.2670478492577,32241307,15230323000,12114148
"1999-10-01",1616759.75,2475042.25,74.639012621608,73.5710229884156,71.0683922516747,4.06666666666667,2862400,4639300,5.41666666666667,5.30666666666667,5.04333333333333,6.14,3269.3696875,2914.7515625,103.624463116913,81.4912849647484,34633143,15539840000,12378648
"2000-01-01",1654554.25,2500544.75,75.24606339945,74.0604025820906,71.7716219395004,4.03333333333333,2869100,4711700,5.75,5.67666666666667,5.52,6.48,4427.87349206349,4046.8253968254,104.642420237702,82.6810401976672,35410784,15955287000,12732864
"2000-04-01",1677977.75,2561930,75.6053524819276,74.5212465692774,72.3342056897611,3.93333333333333,2889000,4773600,6.33333333333333,6.27333333333333,5.71333333333333,6.17666666666667,3747.21857142857,3629.49746031746,107.453410602827,83.9298575972077,35044137,16540996000,13257256
"2000-07-01",1704996,2579541.25,76.0936841130949,74.9571156914954,72.9952415963173,4,2933800,4855300,6.5,6.52,6.01666666666667,5.89333333333333,3933.18841269841,3779.89,108.703533382743,85.0760979103067,35340871,17069047000,13737338
"2000-10-01",1729651.5,2608936,76.5254559875299,75.3613410811828,73.5156315653084,3.9,2968000,4927700,6.5,6.47333333333333,6.01666666666667,5.56666666666667,3026.41285714286,2941.22285714286,111.285929868112,86.5375391096856,34468163,17550170000,14161145
"2001-01-01",1748824.5,2617557.75,77.0941225150504,75.8590527523776,74.2188612531342,4.23333333333333,3077400,5074900,5.33333333333333,5.59333333333333,4.81666666666667,5.05,2355.52516129032,2168.62095238095,112.371750796953,87.7662927438003,33590538,18301150000,14863159
"2001-04-01",1760562.5,2649750,77.4559679772212,76.3154195415885,74.7392512221253,4.4,3192000,5180300,4.08333333333333,4.32666666666667,3.66,5.27,2079.62698412698,1795.40984126984,114.904142371126,88.3868797739656,34630528,18748379000,15274387
"2001-07-01",1767584.25,2649505,77.4952216014313,76.6153142779961,74.950220128473,4.83333333333333,3382500,5355300,3.41666666666667,3.49666666666667,3.17,4.98,1876.21338983051,1540.56423728814,114.571966889605,89.9473369585633,33373510,19180179000,15670582
"2001-10-01",1796830,2665116.25,77.5265276331521,76.8555620939526,74.893961753447,5.5,3494500,5440700,2.08333333333333,2.13333333333333,1.90666666666667,4.77,1826.92765625,1496.32765625,114.725553402566,91.6814195418035,34668532,19536774000,15970880
"2002-01-01",1804428.75,2695875,77.681433936349,77.0977569250448,75.1330598473077,5.7,3623100,5502200,1.75,1.73333333333333,1.72,5.07666666666667,1882.79516666667,1506.06779661017,116.186411165382,93.018656479022,35027249,19996046000,16391191
"2002-04-01",1826988.75,2721865,78.2568078264137,77.3669970929716,75.7237727850814,5.83333333333333,3712900,5553500,1.75,1.75,1.71333333333333,5.1,1645.785,1240.76640625,114.461241729098,94.4131316041871,34212574,20399317000,16745198
"2002-07-01",1849283.75,2746010,78.6612947633618,77.7372898699581,76.1316460040204,5.73333333333333,3845900,5662500,1.75,1.74,1.64333333333333,4.26,1309.95609375,945.3328125,112.582485779853,96.4224612551101,32899305,20848622000,17142939
"2002-10-01",1868239.5,2765358.25,79.0280414772774,78.1883781653904,76.5817130042289,5.86666666666667,3990800,5779500,1.41666666666667,1.44333333333333,1.33333333333333,4.00666666666667,1341.83109375,997.5909375,112.896802364518,98.0715116896405,33604076,21311687000,17566434
"2003-01-01",1891790,2793532.25,79.6320083845896,78.5711874896287,77.3693302545938,5.86666666666667,4115600,5868600,1.25,1.25,1.15666666666667,3.92,1351.6606557377,1017.19868852459,110.46799239211,99.0643640817777,33587894,21772893000,18001046
"2003-04-01",1915364.5,2828191.5,79.7116567666821,78.8477247313109,77.2427489107851,6.13333333333333,4283300,6002400,1.16666666666667,1.24666666666667,1.04,3.62,1521.92158730159,1142.68412698413,106.7997749779,100.824850927743,35439650,22221597000,18408753
"2003-07-01",1955231.75,2891667.25,80.2362792163246,79.2984856667116,77.8193972548023,6.13333333333333,4410300,6079900,1,1.01666666666667,0.93,4.23333333333333,1765.19890625,1299.338125,107.210529605586,103.25951503447,36158993,22666855000,18804963
"2003-10-01",1978363.25,2943058.5,80.6304178484499,79.7817493162382,78.1147537236891,5.83333333333333,4464400,6074000,1,0.996666666666667,0.916666666666667,4.28666666666667,1934.07765625,1411.52484375,103.356579664074,106.646817146355,37826645,23180279000,19266300
"2004-01-01",2012194.25,2980861.75,81.251672220276,80.351225379159,78.7757896302453,5.7,4590100,6158000,1,1.00333333333333,0.916666666666667,4.02,2038.8214516129,1476.02532258065,101.381385671807,109.291499369099,39671618,24021333000,20042737
"2004-04-01",2036777,3028203.75,81.7979871908554,80.9996535944645,79.394631755532,5.6,4725500,6278100,1.08333333333333,1.01,1.07666666666667,4.6,1985.00209677419,1455.78967741935,104.374536784863,112.04753114715,40131053,24784762000,20743210
"2004-07-01",2070833.75,3076326.75,82.2001856022014,81.513634263785,79.9009571307666,5.43333333333333,4815000,6352300,1.5,1.43333333333333,1.48666666666667,4.30333333333333,1872.0953125,1391.846875,103.445874148354,115.44794853427,40813938,25655574000,21577124
"2004-10-01",2112155.25,3131803.5,82.9026934700741,82.1455498174733,80.7588973499141,5.43333333333333,4881900,6424700,2,1.95,2.00666666666667,4.17333333333333,2051.76984375,1537.776875,99.4169070176535,119.094950467036,42583837,26439416000,22284591
"2005-01-01",2137933.75,3191821.5,83.3846674428643,82.8012237885304,81.166770568853,5.3,4879000,6448400,2.5,2.47,2.53666666666667,4.29666666666667,2055.01557377049,1519.53524590164,98.2382198251614,123.211757192827,42911127,27237595000,23020151
"2005-04-01",2175286.25,3230664,83.911601113322,83.3980245738732,81.7152897253572,5.1,4889100,6511800,3,2.94333333333333,2.86333333333333,4.16,2013.20765625,1489.0725,100.163408906232,126.378879021792,43963743,28054687000,23768982
"2005-07-01",2217022.25,3285660.5,84.8178392346733,84.158089635204,82.9529739759306,4.96666666666667,4942500,6610300,3.5,3.46,3.36,4.21333333333333,2149.5334375,1580.6009375,101.20994026199,129.188066749802,45124630,28969909000,24641440
"2005-10-01",2238823.75,3331051,85.4943264191506,84.8493583764993,83.7265266325389,4.96666666666667,4976000,6688000,4,3.98,3.82666666666667,4.49,2178.6719047619,1633.12904761905,101.988588164909,132.068302790014,46022987,29771831000,25390760
"2006-01-01",2275038.25,3399790,85.9401162900777,85.4506560007141,84.1625290389909,4.73333333333333,4999000,6769500,4.58333333333333,4.45666666666667,4.39333333333333,4.57,2288.79629032258,1687.78225806452,100.499156167124,133.776762815676,48154263,29977988000,25537410
