"date","gdp_nom","gdp_defl","cpi","ur","m1","m2","policy","ffer_1d","tb_3m","gov_10y","compx","ndx","reer"
"1990-04-01",494720.583406028,60.5757662322844,54.3877840564468,5.4,1717400,3201600,8.25,8.26,7.77,8.79,428.993,211.235,
"1990-05-01",496226.861109495,60.6913933708906,54.4721716189859,5.4,1716800,3200600,8.25,8.18,7.74,8.76,442.598181818182,224.045,
"1990-06-01",499059.55548447,60.9399660937519,54.8097218691423,5.2,1723500,3213700,8.25,8.29,7.73,8.48,462.30619047619,237.512857142857,
"1990-07-01",498551.542258237,61.0556201188444,55.0628845567596,5.5,1727900,3224500,8,8.15,7.62,8.47,455.824285714286,235.100952380952,
"1990-08-01",501845.04323893,61.2846867086905,55.5270161507246,5.7,1736500,3242000,8,8.13,7.45,8.75,396.322608695652,199.943913043478,
"1990-09-01",503382.414502837,61.4284071848254,55.9067601821505,5.9,1742700,3254600,8,8.2,7.36,8.89,368.566315789474,186.855263157895,
"1990-10-01",502629.107179128,61.5886962729856,56.2865042135765,5.9,1742800,3259300,7.75,8.11,7.17,8.72,338.01347826087,174.608695652174,
"1990-11-01",498965.962744155,61.6674709239039,56.4130855573851,6.2,1745300,3262600,7.5,7.81,7.06,8.39,347.694285714286,184.730476190476,
"1990-12-01",499588.180076713,61.8829784590894,56.6240544637329,6.3,1747600,3271800,7,7.31,6.74,8.08,370.2125,198.8035,
"1991-01-01",503093.94896196,62.1734277007998,56.8350233700806,6.4,1754700,3287700,6.75,6.91,6.22,8.09,376.672272727273,207.526818181818,
"1991-02-01",503069.470882187,62.3358981942584,56.8772171513501,6.6,1767200,3304500,6.25,6.25,5.94,7.85,442.586842105263,246.387368421053,
"1991-03-01",502631.080155857,62.4425747381616,56.8772171513501,6.8,1784100,3321900,6,6.12,5.91,8.11,469.101,257.729,
"1991-04-01",505511.34258388,62.5961411138348,57.0037984951588,6.7,1800500,3332400,5.75,5.91,5.65,8.04,496.319090909091,274.098181818182,
"1991-05-01",511153.744135185,62.7776360633537,57.2147674015065,6.9,1820000,3343000,5.75,5.78,5.46,8.07,490.933636363636,267.231818181818,
"1991-06-01",515050.413280933,62.9468676670295,57.3835425265847,6.9,1839400,3351900,5.75,5.9,5.57,8.28,490.375,264.883,
"1991-07-01",515528.372831713,63.0930586840475,57.4679300891238,6.8,1855300,3356100,5.75,5.82,5.58,8.27,489.368636363636,262.580909090909,
"1991-08-01",515984.369643917,63.30073701764,57.636705214202,6.9,1866900,3355000,5.5,5.66,5.33,7.9,513.250909090909,280.987272727273,
"1991-09-01",519971.50752438,63.4001404864727,57.8054803392802,6.9,1877300,3354900,5.25,5.45,5.22,7.65,520.5595,282.9855,
"1991-10-01",520023.34120353,63.4603991329916,57.8898679018193,7,1897700,3360100,5,5.21,4.99,7.53,528.923913043478,286.841739130435,
"1991-11-01",522329.389016183,63.66310923708,58.1430305894366,7,1918500,3365500,4.75,4.81,4.56,7.42,536.5835,290.1165,
"1991-12-01",523782.26978028,63.7973117580336,58.3118057145148,7.3,1941500,3372200,4,4.43,4.07,7.09,544.100952380952,302.38,
"1992-01-01",525089.618480655,63.8018751494855,58.3539994957843,7.3,1975000,3381200,4,4.03,3.8,7.03,615.734090909091,343.374545454545,
"1992-02-01",530377.60090831,63.8362040241272,58.480580839593,7.4,2012400,3400000,4,4.06,3.84,7.34,632.048421052632,345.255789473684,
"1992-03-01",535308.280611043,63.9910987030449,58.6915497459407,7.4,2040100,3403900,4,3.98,4.04,7.54,619.599090909091,336.833181818182,
"1992-04-01",537745.145720245,64.1244123652834,58.8181310897493,7.4,2058300,3399700,3.75,3.73,3.75,7.48,582.790476190476,312.445714285714,
"1992-05-01",539221.788576177,64.253513080462,58.944712433558,7.6,2076600,3398600,3.75,3.82,3.63,7.39,581.473,309.42,
"1992-06-01",540723.81570357,64.4045426977309,59.1134875586362,7.8,2087800,3393400,3.75,3.76,3.66,7.26,566.658636363636,302.895,
"1992-07-01",546548.53485916,64.4467833195839,59.2822626837144,7.7,2104700,3393900,3.25,3.25,3.21,6.84,568.716818181818,304.625454545455,
"1992-08-01",545999.0102953,64.591419284583,59.408844027523,7.6,2124500,3398800,3.25,3.3,3.13,6.59,568.997142857143,300.978571428571,
"1992-09-01",549112.70484554,64.686638848539,59.5354253713316,7.6,2152500,3410300,3,3.22,2.91,6.42,580.680952380952,313.321904761905,
"1992-10-01",554772.739684217,64.8926958882454,59.7885880589489,7.3,2178600,3423800,3,3.1,2.86,6.59,585.011818181818,316.480454545455,
"1992-11-01",557595.37790349,65.040667952445,59.9573631840271,7.4,2198200,3426500,3,3.09,3.13,6.87,630.8635,342.644,
"1992-12-01",557832.632412285,65.1250247665377,60.0417507465662,7.4,2212100,3424700,3,2.92,3.22,6.77,661.280454545455,355.961363636364,
"1993-01-01",559178.43680112,65.3041142655897,60.252719652914,7.3,2217800,3419100,3,3.02,3,6.6,691.1345,372.512,
"1993-02-01",561361.92377376,65.3852142364433,60.3793009967226,7.1,2222800,3414500,3,3.03,2.93,6.26,681.717894736842,358.933684210526,
"1993-03-01",561824.389425128,65.4622793506735,60.4636885592617,7,2226500,3411700,3,3.07,2.95,5.98,684.490869565217,356.224347826087,
"1993-04-01",566049.336439442,65.6153651542234,60.6746574656094,7.1,2236400,3411300,3,2.96,2.87,5.97,665.329523809524,341.085238095238,
"1993-05-01",566942.282914125,65.8169098899885,60.8434325906876,7.1,2266100,3436900,3,3,2.96,6.04,686.451,358.693,
"1993-06-01",569243.130646428,65.8873744095166,60.8856263719572,7,2280900,3442400,3,3.04,3.07,5.96,695.382727272727,363.846363636364,
"1993-07-01",571836.037296035,66.0298468128172,60.9700139344963,6.9,2291000,3442000,3,3.06,3.04,5.81,703.395238095238,357.350952380952,
"1993-08-01",572825.18817177,66.2060522201887,61.0965952783049,6.8,2303900,3445700,3,3.03,3.02,5.68,725.148636363636,365.546363636364,
"1993-09-01",575863.274532205,66.2565572839177,61.180982840844,6.7,2315700,3452200,3,3.09,2.95,5.36,745.943333333333,372.58619047619,
"1993-10-01",580992.864548695,66.4103814208404,61.4341455284613,6.8,2325700,3456700,3,2.99,3.02,5.33,771.307142857143,385.555238095238,
"1993-11-01",584367.804936958,66.53279794247,61.6029206535395,6.6,2341500,3470100,3,3.02,3.1,5.72,764.038571428571,386.738095238095,
"1993-12-01",588073.83051434,66.6308328363491,61.7295019973481,6.5,2348900,3474500,3,2.96,3.06,5.77,762.944090909091,391.892272727273,
"1994-01-01",589678.941160415,66.656442703625,61.7295019973481,6.6,2355400,3474900,3,3.05,2.98,5.75,787.768571428571,407.587619047619,95.0343337292055
"1994-02-01",591549.23389515,66.8658132885094,61.8982771224263,6.6,2363100,3475700,3.25,3.25,3.25,5.97,787.80947368421,406.101052631579,94.4985668235273
"1994-03-01",597684.824944442,67.005463524645,62.0670522475045,6.5,2367100,3480100,3.5,3.34,3.5,6.48,785.925217391304,406.638695652174,94.6164355427765
"1994-04-01",600928.28683261,67.0661321885518,62.109246028774,6.4,2363200,3481300,3.75,3.56,3.68,6.97,732.295263157895,373.321578947368,94.5199974997544
"1994-05-01",603676.082653992,67.1725262013492,62.2358273725827,6.1,2365900,3490800,4.25,4.01,4.14,7.18,727.764285714286,371.910952380952,93.7056318031235
"1994-06-01",607128.38051339,67.2586625275778,62.4046024976609,6.1,2357500,3479500,4.25,4.25,4.14,7.1,723.209545454545,370.077727272727,93.373456321603
"1994-07-01",607754.323601313,67.3857316461853,62.6155714040086,6.1,2358300,3488200,4.25,4.26,4.33,7.3,713.49,362.8515,92.1090464242024
"1994-08-01",611716.3416594,67.5624113229385,62.8687340916259,6,2350300,3485700,4.75,4.47,4.48,7.24,738.867826086956,381.632608695652,91.8625936475904
"1994-09-01",613298.084739297,67.7040834402899,62.9953154354345,5.9,2343500,3486100,4.75,4.73,4.62,7.46,763.938095238095,395.263333333333,90.8232058505746
"1994-10-01",617082.35241038,67.7783824180433,63.0375092167041,5.8,2329800,3484300,4.75,4.76,4.95,7.74,762.457619047619,397.999047619048,90.0945628588522
"1994-11-01",620971.969857835,67.9495079155674,63.2062843417823,5.6,2318100,3487200,5.5,5.29,5.29,7.96,760.419047619048,406.610476190476,90.2981542830099
"1994-12-01",625767.677731792,68.0233201168535,63.3328656855909,5.5,2302000,3486400,5.5,5.45,5.6,7.81,734.991428571429,396.304285714286,92.2804918340194
"1995-01-01",626673.701011927,68.1700478383501,63.5016408106691,5.6,2288300,3492400,5.5,5.53,5.71,7.78,758.012380952381,408.006666666667,94.3271214137103
"1995-02-01",626399.30751986,68.3152434936835,63.6704159357473,5.4,2266800,3489900,6,5.92,5.77,7.47,784.243684210526,425.106842105263,93.4913250408522
"1995-03-01",627499.241468213,68.3717000609429,63.796997279556,5.4,2246900,3491100,6,5.98,5.73,7.2,807.162173913043,444.035217391304,92.1840537909973
"1995-04-01",628460.830506502,68.5452073186659,64.0501599671732,5.8,2235000,3499200,6,6.05,5.65,7.06,825.338421052632,453.098947368421,88.5301234942718
"1995-05-01",631928.56492793,68.5938571840779,64.1767413109819,5.6,2236900,3524200,6,6.01,5.67,6.63,859.759090909091,484.352272727273,88.0586486172749
"1995-06-01",634859.854565565,68.7018530818515,64.3033226547905,5.6,2243100,3548900,6,6,5.47,6.17,906.035454545455,517.552727272727,88.1122253078427
"1995-07-01",633907.480321175,68.8766018947364,64.3877102173296,5.7,2243900,3567400,5.75,5.85,5.42,6.28,979.3635,568.208,88.0693639553885
"1995-08-01",641980.723363785,68.942554606163,64.5142915611383,5.7,2251100,3589000,5.75,5.74,5.4,6.49,1009.58608695652,575.515217391304,90.2767236067828
"1995-09-01",644893.04631505,69.0344653670713,64.5986791236773,5.6,2255000,3602100,5.75,5.8,5.28,6.2,1051,594.547,91.3268267419121
"1995-10-01",645534.5691848,69.2414728525602,64.7674542487555,5.5,2259800,3613400,5.75,5.76,5.28,6.04,1022.13727272727,579.722272727273,91.3268267419121
"1995-11-01",647575.325953673,69.298543743143,64.8518418112946,5.6,2259100,3619900,5.75,5.8,5.36,5.93,1046.63666666667,595.761428571429,92.3447838627008
"1995-12-01",650036.60486153,69.3116404908556,64.9362293738337,5.6,2263400,3629500,5.5,5.6,5.14,5.71,1047.035,580.9395,92.5483752868585
"1996-01-01",650087.96564684,69.5945044417781,65.2737796239901,5.6,2275500,3647900,5.25,5.56,5,5.65,1024.94545454545,563.394090909091,93.0091348257418
"1996-02-01",658345.527732312,69.5427088397466,65.4003609677987,5.5,2282200,3661800,5.25,5.22,4.83,5.81,1094.0165,622.697,92.9984194876283
"1996-03-01",658683.506620842,69.7141722673764,65.6113298741465,5.5,2299000,3686900,5.25,5.31,4.96,6.27,1092.64714285714,610.037619047619,93.0412808400825
"1996-04-01",665154.927541162,69.8546557537424,65.8644925617638,5.6,2307600,3697700,5.25,5.22,4.95,6.51,1135.6280952381,631.395238095238,92.880550768379
"1996-05-01",669384.60139089,69.9026232350679,65.9910739055724,5.6,2313600,3709600,5.25,5.24,5.02,6.74,1220.54045454545,680.129090909091,92.9984194876283
"1996-06-01",673670.471067937,69.9585816774129,66.1176552493811,5.3,2321000,3722500,5.25,5.27,5.09,6.91,1205.0755,680.6065,93.3305949691487
"1996-07-01",673991.51679874,70.0782184893366,66.2442365931897,5.5,2327500,3737100,5.25,5.4,5.15,6.87,1105.61272727273,638.230909090909,93.3841716597166
"1996-08-01",676934.322190008,70.1030279223677,66.3286241557288,5.1,2328800,3744000,5.25,5.22,5.05,6.64,1134.24590909091,672.313636363636,92.7198206966756
"1996-09-01",681926.161011262,70.2204555046147,66.5395930620765,5.2,2332000,3753400,5.25,5.3,5.09,6.83,1186.442,707.4735,93.0519961781961
"1996-10-01",683561.01176919,70.3704023110771,66.7505619684243,5.2,2336300,3772800,5.25,5.24,4.99,6.53,1234.04217391304,751.599565217391,93.6306244363286
"1996-11-01",689284.404374875,70.4994762352016,66.961530874772,5.4,2346600,3795100,5.25,5.31,5.03,6.2,1259.831,800.444,93.202010911786
"1996-12-01",692097.333855935,70.6563574159223,67.1303059998502,5.4,2356100,3818600,5.25,5.29,4.91,6.3,1292.15095238095,834.996666666667,93.7484931555778
"1997-01-01",690923.655498315,70.8546466517356,67.2568873436589,5.3,2364400,3834600,5.25,5.25,5.03,6.58,1345.42,880.925909090909,94.5414281759816
"1997-02-01",697508.207527895,70.9505427936749,67.3834686874675,5.2,2370000,3846300,5.25,5.19,5.01,6.42,1349.17,886.351052631579,96.1487288930163
"1997-03-01",702231.886973795,70.9826388376844,67.425662468737,5.2,2376600,3861200,5.5,5.39,5.14,6.69,1282.8555,833.534,97.0595326326693
"1997-04-01",705776.120403953,71.0303989723087,67.4678562500066,5.1,2380500,3877000,5.5,5.51,5.16,6.89,1225.00363636364,818.906818181818,97.2845547330541
"1997-05-01",710213.207815223,71.0221077186518,67.4678562500066,4.9,2387900,3889200,5.5,5.5,5.05,6.71,1352.55904761905,932.727142857143,95.8808454401772
"1997-06-01",713716.921780823,71.1590610998812,67.5944375938152,5,2396900,3906000,5.5,5.56,4.93,6.49,1422.45285714286,960.362380952381,95.5486699586566
"1997-07-01",717538.31670694,71.2474290142707,67.6788251563543,4.9,2402700,3923900,5.5,5.52,5.05,6.22,1531.14136363636,1050.21181818182,96.5666270794453
"1997-08-01",722360.545650488,71.3838655146903,67.8476002814325,4.8,2421500,3957400,5.5,5.54,5.14,6.3,1596.7419047619,1108.71857142857,98.2167891489343
"1997-09-01",725806.887642573,71.5100865053982,68.0163754065107,4.9,2428900,3973100,5.5,5.54,4.95,6.21,1660.14904761905,1110.28571428571,98.3668038825242
"1997-10-01",727832.27284842,71.5821500532248,68.1429567503194,4.7,2442700,3992300,5.5,5.5,4.97,6.03,1682.2747826087,1091.66043478261,98.8704247738617
"1997-11-01",730771.938195845,71.6221179132424,68.2273443128584,4.6,2458000,4014800,5.5,5.52,5.14,5.88,1600.97473684211,1034.12631578947,100.499156167124
"1997-12-01",732872.53895574,71.6515650464268,68.269538094128,4.7,2473500,4032900,5.5,5.5,5.16,5.81,1566.99681818182,1006.87363636364,103.681611586852
"1998-01-01",737345.981057235,71.7194907029834,68.3539256566671,4.6,2488300,4056200,5.5,5.56,5.04,5.54,1570.2345,1014.5955,106.253292734108
"1998-02-01",739206.282248112,71.7200179245414,68.3539256566671,4.6,2509500,4088900,5.5,5.51,5.09,5.57,1714.87210526316,1148.10263157895,104.645992017073
"1998-03-01",740067.736694647,71.7219244254762,68.3539256566671,4.7,2524200,4114300,5.5,5.49,5.03,5.65,1781.26954545455,1177.99454545455,104.206663154417
"1998-04-01",743543.994113922,71.7700701128501,68.4383132192062,4.3,2540900,4140200,5.5,5.45,4.95,5.64,1852.3,1229.8380952381,104.013787068373
"1998-05-01",750266.052177335,71.8816236497107,68.6070883442844,4.4,2555900,4164400,5.5,5.49,5,5.65,1836.3925,1236.824,104.774576074436
"1998-06-01",748614.70370874,72.0177460018853,68.6914759068235,4.5,2567100,4184100,5.5,5.56,4.98,5.5,1795.74454545455,1236.49681818182,107.067658430739
"1998-07-01",749505.950848873,72.2254304149492,68.8602510319017,4.5,2584100,4203800,5.5,5.54,4.96,5.46,1941.57681818182,1400.38913043478,107.539133307736
"1998-08-01",764955.074699522,72.1572853470013,68.9446385944408,4.5,2599000,4228700,5.5,5.55,4.9,5.34,1784.75047619048,1345.37428571429,109.414317477609
"1998-09-01",765813.22445161,72.2013390897281,68.9868323757103,4.6,2619100,4267700,5.25,5.51,4.61,4.81,1663.42714285714,1304.75,107.549848645849
"1998-10-01",772633.620590155,72.2944097593256,69.1556075007885,4.5,2645400,4307900,5,5.07,3.96,4.53,1615.69454545455,1282.74409090909,104.345962549893
"1998-11-01",773331.191547425,72.3895466776969,69.2399950633276,4.4,2675600,4346600,4.75,4.83,4.41,4.83,1888.721,1501.8935,104.013787068373
"1998-12-01",777532.937862423,72.5094198434844,69.3665764071362,4.4,2698600,4375600,4.75,4.68,4.39,4.65,2071.03272727273,1711.21772727273,103.038691300038
"1999-01-01",781612.130029252,72.6509267633409,69.4931577509449,4.3,2720800,4403000,4.75,4.63,4.34,4.72,2357.8,1986.98,103.092267990606
"1999-02-01",785121.74721169,72.6230055028834,69.4931577509449,4.4,2736000,4425800,4.75,4.76,4.44,5,2356.98842105263,1992.59842105263,104.195947816303
"1999-03-01",786186.622759063,72.6232775290504,69.5353515322144,4.2,2745100,4432600,4.75,4.81,4.44,5.23,2391.14,2028.99652173913,105.481788389931
"1999-04-01",791162.302530475,72.9778219718333,69.9994831261794,4.3,2767400,4461400,4.75,4.74,4.29,5.18,2537.88666666667,2158.37,105.149612908411
"1999-05-01",795284.39110907,72.9058435390424,70.041676907449,4.2,2788200,4486100,4.75,4.74,4.5,5.54,2512.595,2122.4075,104.881729455572
"1999-06-01",795105.806360442,72.839673641749,70.041676907449,4.3,2801800,4508000,5,4.76,4.57,5.9,2520.95863636364,2151.60409090909,105.481788389931
"1999-07-01",803162.551975335,72.9981028056728,70.3370333763358,4.3,2820700,4535400,5,4.99,4.55,5.79,2741.26380952381,2346.87952380952,105.824679209565
"1999-08-01",808806.502128483,73.091907403739,70.505808501414,4.2,2829100,4552700,5.25,5.07,4.72,5.94,2642.44909090909,2302.91818181818,104.624561340846
"1999-09-01",809687.445896185,73.4055747667863,70.8011649703009,4.2,2834000,4568800,5.25,5.22,4.68,5.92,2807.94666666667,2464.77666666667,103.938779701578
"1999-10-01",820478.871148955,73.4846532319623,70.9277463141095,4.1,2847100,4592700,5.25,5.2,4.86,6.11,2815.27666666667,2482.74904761905,103.510166177035
"1999-11-01",824704.989965727,73.5767492084694,71.0543276579181,4.1,2852600,4611800,5.5,5.42,5.07,6.03,3230.54857142857,2882.16380952381,103.73518827742
"1999-12-01",829858.38888532,73.6512570469765,71.2231027829963,4,2862400,4639300,5.5,5.3,5.2,6.28,3739.87863636364,3358.22409090909,103.628034896284
"2000-01-01",827773.319021915,73.7870683096454,71.4340716893441,4,2863700,4667600,5.5,5.45,5.32,6.66,4013.494,3633.1085,103.43515881024
"2000-02-01",832108.738035415,74.0091365996331,71.7294281582309,4.1,2860000,4680900,5.75,5.73,5.55,6.52,4410.871,4012.3705,104.924590808026
"2000-03-01",840662.692942673,74.3830664543049,72.1513659709264,4,2869100,4711700,6,5.85,5.69,6.26,4802.98826086957,4436.54,105.56751109484
"2000-04-01",848659.876525325,74.3443105500599,72.1091721896568,3.8,2895100,4767800,6,6.02,5.66,5.99,3863.63736842105,3742.25,106.060416648064
"2000-05-01",854081.019380475,74.4396124973397,72.2357535334655,4,2881800,4755700,6.5,6.27,5.79,6.44,3528.41681818182,3412.79863636364,108.567805766638
"2000-06-01",859189.104094203,74.778903004406,72.6576913461609,4,2889000,4773600,6.5,6.53,5.69,6.1,3865.47681818182,3748.81909090909,107.73200939378
"2000-07-01",858295.261963185,74.8917048367142,72.8686602525087,4,2903600,4791300,6.5,6.54,5.96,6.05,4017.685,3825.9305,107.946316156051
"2000-08-01",856205.52028371,74.8437262334285,72.8686602525087,4.1,2913600,4819500,6.5,6.5,6.09,5.83,3909.59695652174,3772.63260869565,108.524944414184
"2000-09-01",865040.46775311,75.1352462526502,73.2484042839346,3.9,2933800,4855300,6.5,6.52,6,5.8,3875.822,3742.1955,109.639339577994
"2000-10-01",866980.944710688,75.2730233808967,73.3749856277433,3.9,2940000,4871400,6.5,6.51,6.11,5.74,3333.82454545455,3268.18272727273,111.321647661824
"2000-11-01",870764.851952415,75.3516763857239,73.5015669715519,3.9,2942900,4882800,6.5,6.51,6.17,5.72,3055.41523809524,2943.90476190476,111.868129905616
"2000-12-01",871190.203336888,75.4594767561796,73.6703420966301,3.9,2968000,4927700,6.5,6.4,5.77,5.24,2657.8075,2578.751,110.668012036896
"2001-01-01",872084.473922733,75.7790696928526,74.0922799093256,4.2,2995900,4978400,5.5,5.98,5.15,5.16,2656.86428571429,2519.10045454545,111.16091759012
"2001-02-01",871204.559387808,75.8985037161498,74.2610550344037,4.2,3031100,5017100,5.5,5.49,4.88,5.1,2449.56947368421,2244.43210526316,112.06100599166
"2001-03-01",874268.716689458,75.9000050057339,74.3032488156733,4.3,3077400,5074900,5,5.31,4.42,4.89,1986.66318181818,1752.66818181818,113.893328809079
"2001-04-01",879680.57406263,76.0127270805788,74.429830159482,4.4,3124000,5139200,4.5,4.8,3.87,5.14,1933.928,1677.5535,114.729125181937
"2001-05-01",884648.326120527,76.3788632721464,74.8095741909079,4.3,3147300,5137300,4,4.21,3.62,5.39,2181.12863636364,1902.62909090909,114.568395110234
"2001-06-01",885421.099816832,76.5551188364903,74.9783493159861,4.5,3192000,5180300,3.75,3.97,3.49,5.28,2112.05285714286,1795.32904761905,115.414906821206
"2001-07-01",880558.313673085,76.4673634263693,74.8517679721774,4.6,3228500,5210200,3.75,3.77,3.51,5.24,2033.97857142857,1693.38047619048,115.747082302726
"2001-08-01",882645.943477922,76.5022141901683,74.8517679721774,4.9,3276000,5243900,3.5,3.65,3.36,4.97,1929.71260869565,1589.9652173913,113.754029413603
"2001-09-01",886300.742848997,76.8766374321235,75.1471244410642,5,3382500,5355300,3,3.07,2.64,4.73,1573.31,1250.87333333333,114.214788952486
"2001-10-01",887992.571563703,76.8001030522486,74.9361555347165,5.3,3372500,5344000,2.5,2.49,2.16,4.57,1656.42826086957,1334.29695652174,114.514818419666
"2001-11-01",887637.458571012,76.8750446702561,74.893961753447,5.5,3428700,5387700,2,2.09,1.87,4.65,1870.06238095238,1549.63047619048,115.061300663458
"2001-12-01",889486.21986529,76.8919079223695,74.8517679721774,5.7,3494500,5440700,1.75,1.82,1.69,5.09,1977.7105,1626.695,114.600541124575
"2002-01-01",896695.084310882,76.9962718717151,74.9783493159861,5.7,3540200,5461100,1.75,1.73,1.65,5.04,1976.76857142857,1598.3595,115.800658993294
"2002-02-01",897044.49235024,77.1019266792652,75.1049306597947,5.7,3587600,5490400,1.75,1.74,1.72,4.91,1799.71894736842,1429.97631578947,116.518586646903
"2002-03-01",902135.42333888,77.1950997666629,75.3158995661424,5.7,3623100,5502200,1.75,1.73,1.79,5.28,1863.0455,1486.063,116.23998785595
"2002-04-01",904817.465370213,77.3809106253439,75.6534498162988,5.9,3640500,5502300,1.75,1.75,1.71,5.21,1758.80227272727,1356.38681818182,115.982819741225
"2002-05-01",905941.662189043,77.3745124528848,75.7378373788379,5.8,3680200,5528500,1.75,1.75,1.73,5.16,1660.31090909091,1248.52409090909,114.354088347963
"2002-06-01",911105.87244075,77.3460769359895,75.7800311601075,5.8,3712900,5553500,1.75,1.75,1.7,4.93,1505.4875,1105.0505,113.046817098108
"2002-07-01",912773.53582711,77.5284443276539,75.9488062851857,5.8,3750000,5596200,1.75,1.73,1.68,4.65,1346.08545454545,977.605,111.525239085982
"2002-08-01",914949.231861108,77.7643623342251,76.1597751915334,5.7,3801500,5638400,1.75,1.74,1.62,4.26,1327.36045454545,960.472727272727,112.84322567395
"2002-09-01",918287.232311788,77.9192642903158,76.286356535342,5.7,3845900,5662500,1.75,1.75,1.63,3.87,1251.069,893.1795,113.378992579628
"2002-10-01",919930.689375278,78.1455296007554,76.4551316604202,5.7,3898400,5707200,1.75,1.75,1.58,3.94,1241.91173913043,913.21347826087,114.193358276259
"2002-11-01",925277.951832645,78.1949680317573,76.5817130042289,5.9,3954500,5758200,1.25,1.34,1.23,4.05,1409.1515,1057.7075,112.746787630928
"2002-12-01",920149.608792075,78.2249983941147,76.7082943480375,6,3990800,5779500,1.25,1.24,1.19,4.03,1387.1519047619,1032.75047619048,111.750261186367
"2003-01-01",925891.240019112,78.2809063932053,77.0458445981939,5.8,4038100,5812300,1.25,1.24,1.17,4.05,1389.55952380952,1035.54761904762,110.282259864808
"2003-02-01",931773.75240077,78.6057845903772,77.4677824108894,5.9,4084100,5848400,1.25,1.26,1.17,3.9,1313.26157894737,984.152631578947,110.635866022556
"2003-03-01",935867.257580125,78.826200181938,77.594363754698,5.9,4115600,5868600,1.25,1.25,1.13,3.81,1348.50380952381,1028.74857142857,110.485851288966
"2003-04-01",937125.641450298,78.8205439748793,77.2990072858112,6,4162000,5905700,1.25,1.26,1.13,3.96,1409.83095238095,1068.60904761905,109.403602139496
"2003-05-01",942347.265629325,78.8229039036544,77.1724259420025,6.1,4234800,5965500,1.25,1.26,1.07,3.57,1524.18285714286,1144.99904761905,105.503219066158
"2003-06-01",948718.59292037,78.8996460456587,77.2568135045416,6.3,4283300,6002400,1,1.22,0.92,3.33,1631.75095238095,1214.44428571429,105.492503728045
"2003-07-01",957489.345797383,79.0005768131629,77.5099761921589,6.2,4349300,6049400,1,1.01,0.9,3.98,1716.85136363636,1268.75318181818,106.639044906196
"2003-08-01",961869.377056752,79.3120944205693,77.8475264423153,6.1,4421600,6107300,1,1.03,0.95,4.45,1724.82285714286,1272.49857142857,108.085615551527
"2003-09-01",972308.527145867,79.5808705816756,78.1006891299326,6.1,4410300,6079900,1,1.01,0.94,4.27,1856.22476190476,1358.21904761905,106.906928359035
"2003-10-01",975185.31792614,79.6515572959825,78.0163015673935,6,4429000,6070200,1,1.01,0.92,4.29,1907.89130434783,1395.59217391304,104.453115931029
"2003-11-01",982465.24237604,79.7388311965495,78.058495348663,5.8,4451300,6075700,1,1,0.93,4.3,1939.25315789474,1412.80157894737,103.703042263079
"2003-12-01",985407.939697825,79.9543593590461,78.2694642550108,5.7,4464400,6074000,1,0.98,0.9,4.27,1956.98454545455,1427.07909090909,101.913580798114
"2004-01-01",989398.148508493,80.2136939531647,78.6070145051672,5.7,4490800,6082200,1,1,0.88,4.15,2098.004,1521.304,100.456294814669
"2004-02-01",996018.56254686,80.3201437558316,78.7757896302453,5.6,4541500,6121900,1,1.01,0.93,4.08,2048.36,1485.36631578947,101.174222468278
"2004-03-01",995445.03894464,80.5199971115507,78.9445647553235,5.8,4590100,6158000,1,1,0.94,3.83,1979.47869565217,1428.93608695652,102.513639732474
"2004-04-01",1001594.14299358,80.6647570488027,79.0711460991322,5.6,4639900,6199100,1,1,0.94,4.35,2021.32285714286,1469.31285714286,103.263713400423
"2004-05-01",1013527.48737948,80.9823589185976,79.4086963492886,5.6,4716700,6275900,1,1,1.02,4.72,1930.089,1418.1005,105.288912303887
"2004-06-01",1013082.11962694,81.3513318384258,79.7040528181754,5.6,4725500,6278100,1.25,1.03,1.27,4.73,2000.97952380952,1478.16095238095,104.570984650278
"2004-07-01",1022952.76218639,81.4283389308706,79.7884403807145,5.5,4748000,6291300,1.25,1.26,1.33,4.5,1912.42428571429,1416.95285714286,103.595888881944
"2004-08-01",1025160.10055207,81.4629773314529,79.830634161984,5.4,4777700,6317900,1.5,1.43,1.48,4.28,1821.53818181818,1355.50590909091,103.670896248739
"2004-09-01",1028213.88726154,81.6497279501028,80.0837968496013,5.4,4815000,6352300,1.75,1.61,1.65,4.13,1884.73095238095,1404.81238095238,103.070837314379
"2004-10-01",1037861.07046533,81.9040259959501,80.5057346622968,5.5,4845400,6379900,1.75,1.76,1.76,4.1,1938.25238095238,1452.05571428571,101.838573431319
"2004-11-01",1043364.53131743,82.2452111119795,80.8854786937227,5.4,4870100,6406500,2,1.93,2.07,4.19,2062.87,1545.59095238095,99.0097241693381
"2004-12-01",1050577.89821724,82.2866211943896,80.8854786937227,5.4,4881900,6424700,2.25,2.16,2.19,4.23,2149.53181818182,1612.14272727273,97.4024234523034
"2005-01-01",1055359.82947665,82.3998433275927,80.8432849124532,5.3,4879600,6431000,2.25,2.28,2.33,4.22,2071.8715,1539.802,98.1417817821393
"2005-02-01",1066900.05915243,82.807755577109,81.1808351626096,5.4,4877900,6439100,2.5,2.5,2.54,4.17,2065.73578947368,1521.40947368421,98.3346578681835
