"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m3","policy","ibr_3m","gov_10y","reer","rrppi","xr_usd","hfwh"
"1994-10-01",224185,454553,77.5208047347667,71.2600086560557,80.0131061598952,9,,702045.30540009,7.4,8.17141414141414,11.01,128.75955587202,31.0153363279556,7.37793,
"1995-01-01",226124,467289,77.8212715349691,72.27321274699,80.5155089558759,8.83333333333333,,704397.738580871,7.87666666666667,8.36274769433465,10.96,126.002143958185,30.8302797075262,7.37355666666667,
"1995-04-01",228890,473803,77.7947563347864,72.8225394986935,81.4256589485947,8.7,,711363.491667077,8.49333333333333,8.95045652173913,10.91,122.330811183011,31.0006237519215,7.29616,
"1995-07-01",230053,477949,78.3462242107082,73.2599703330388,81.4329401485365,8.66666666666667,,727394.907744633,8.91,9.1616287094548,10.1333333333333,125.823741598266,30.6661425311455,7.17732,
"1995-10-01",230342,485200,78.9898502918955,73.6094741059169,81.8770933449833,8.96666666666667,,744843.76149616,8.91,8.82223665223665,8.96666666666667,135.595183136282,30.0184060456427,6.68603666666667,
"1996-01-01",233864,492573,79.0979400526343,74.1530429667509,81.73875054609,9,,770931.515377848,7.96666666666667,7.91096618357488,8.59333333333333,135.019287799,30.2262211821248,6.77643,
"1996-04-01",233376,481762,78.4155721180052,73.1805102836366,82.0445609436435,9.5,,784141.442199176,6.5,6.29856455862978,8.36666666666667,137.701582929711,30.4273696825915,6.73434666666667,
"1996-07-01",238697,492600,79.036457777022,74.3402423966276,81.505752147954,9.73333333333333,,807015.62743417,5.28333333333333,5.34476692389736,8.05,137.222713437297,31.1157190081885,6.63365333333333,
"1996-10-01",238983,490839,79.5235485645316,73.4402072284287,81.4984709480122,9.93333333333333,,834848.265634323,4.35,4.52655530459878,7.1,136.108481154295,31.0898187441284,6.67939333333333,
"1997-01-01",243088,499823,79.6626753971904,74.3622848688254,81.272753749818,10.2666666666667,,820366.61607635,4.1,4.2041093857833,6.84,128.421530347963,31.6132646133428,7.37379333333333,
"1997-04-01",246904,508766,79.6792150604327,74.53790568982,82.0664045434688,10.3,,823594.093191367,4.1,4.33512265512266,7.01666666666667,125.476326476319,32.5151761754352,7.69540666666667,
"1997-07-01",248265,514113,80.2307749387445,74.8209751603558,82.3940585408475,9.73333333333333,,822207.406544801,4.1,4.47378191856453,6.45,127.347986322486,33.0927980407753,7.83344333333333,
"1997-10-01",250224,527291,80.5133374278946,75.4932901210094,82.7508373379933,9.13333333333333,,848576.621277368,4.18333333333333,4.70365217391304,6.18333333333333,129.657827403541,32.9018410643323,7.63693333333333,
"1998-01-01",251865,529324,80.42372528774,75.380219292808,81.9644677442843,8.66666666666667,591849.589022204,994303.250228991,4.35,4.70366666666667,5.51,125.839390928084,34.253865499469,8.01814333333333,
"1998-04-01",254559,534544,80.110215173613,75.303928730376,82.2775593417795,8.6,607209.967515367,988171.465890038,4.26666666666667,4.53655122655123,5.12666666666667,128.218089060336,35.2736309258348,7.80474666666667,
"1998-07-01",257722,539551,80.2936566442879,75.2649902667836,81.8625309450997,8,624289.911601736,984810.628178136,4.1,4.28979490557751,4.82333333333333,124.052237462931,36.4490278205617,8.01242933333333,
"1998-10-01",261455,550941,80.7377448279277,75.9449131160563,81.9280617445755,7.46666666666667,639965.520466955,983604.772574428,3.7,3.92444290733421,4.49666666666667,119.335529455951,36.9134701296393,7.96415333333333,3185701
"1999-01-01",265115,555080,81.1106826532791,75.8682286797032,81.8916557448668,7.1,663888.771182779,1001946.66646265,3.15,3.3252619047619,4.21333333333333,122.430966893843,37.4216670268183,7.99243333333333,3306535
"1999-04-01",267410,558593,81.3271147065718,75.962743829378,82.437745740498,6.76666666666667,681833.749850652,1061766.65585718,2.9,3.07350937950938,4.53666666666667,120.487320130515,38.6617379536952,8.42352666666667,3465469
"1999-07-01",271798,568460,81.7486991131312,76.2915345062596,82.408620940731,6.63333333333333,703386.444502644,1085899.70243722,2.9,3.23183333333333,5.48,122.05225311226,39.8292421644038,8.31144,3551690
"1999-10-01",281151,581443,81.9238275835969,76.9792372371382,82.7945245376438,6.33333333333333,743138.340323542,1107287.42046239,3.13333333333333,3.68985068072025,5.69,121.632851073153,39.6385916999615,8.32231333333333,3946369
"2000-01-01",286669,583215,81.9797789661948,76.9331142496798,82.5615261395078,6.06666666666667,756759.257362589,1166492.58477953,3.58333333333333,3.98218081435473,5.78666666666667,120.168073802239,40.9011912588908,8.60794,3903583
"2000-04-01",289944,601022,82.0360544695165,77.2021002134145,83.2459589340323,5.76666666666667,754219.824182687,1162930.98221938,3.75,4.08361594202899,5.29666666666667,121.507656434613,42.5742870147724,8.85259,4073878
"2000-07-01",292353,610902,82.3211198239387,77.6777382681864,83.2168341342653,5.43333333333333,766746.73123435,1164533.8837796,3.75,4.12046928916494,5.29333333333333,117.886401514855,44.063782082228,9.28830333333333,4057653
"2000-10-01",293917,613602,82.673989549569,77.9518263925156,83.8066113295471,5.1,771111.792596576,1169166.51115615,3.83333333333333,4.06269841269841,5.09333333333333,113.911471741223,43.912058641876,9.90014333333333,3958541
"2001-01-01",296515,619889,83.1951563768464,78.6166280130923,83.9231105286151,6,788864.938430836,1158211.17562684,4,4.12198418972332,4.83333333333333,111.964695111932,45.143547232733,9.73908333333333,3863236
"2001-04-01",299141,625147,84.0040770369704,79.7315734893806,85.5176933158585,5.86666666666667,805320.332563875,1219970.29325128,4,4.17178812974465,5.19333333333333,109.507750330592,44.9386439602577,10.4319266666667,4016221
"2001-07-01",300189,626347,84.062163069607,79.2257726901501,85.5686617154507,6,808288.130957462,1231579.5692832,4.08333333333333,4.33940638998683,5.28,107.107143136595,45.7047707060351,10.5770866666667,3808167
